x,y,z
0.5000000000000001,0.0,0.7071067811865472
0.47862121435349136,0.0003099721175795489,0.7379433641027178
0.45722176917277624,0.0014194905358674292,0.7681197664259078
0.43582777101887055,0.0033273588359384876,0.7976169288243755
0.4144652762001775,0.006031582240996536,0.8264164036041065
0.39316026665439596,0.009529369469657989,0.8545003704184834
0.3719386259047968,0.013817135313973106,0.8818516514114654
0.35082611511257866,0.01889050393984326,0.9084537257808257
0.3298483492468912,0.02474431290683987,0.9342907437485021
0.3090307733940357,0.03137261790378665,0.9593475399256693
0.28839863922719283,0.03876869819582096,0.9836096460606596
0.26797698165791234,0.046925062778006454,1.0070633031584473
0.2477905956904075,0.05583345722993527,1.0296954729609527
0.22786401349951774,0.06548487126512548,1.0514938487780254
0.20822148175301286,0.07586954696839676,1.0724468656595205
0.18888693919866312,0.08697698771377838,1.0925437098995017
0.16988399453628455,0.09879596775490218,1.1117743278641932
0.15123590459468855,0.11131454247922057,1.1301294341359271
0.13296555283320077,0.12452005931679366,1.1476005189659235
0.11509542818711427,0.13839916929379226,1.16417985502939
0.09764760427612429,0.15293783922030402,1.1798605034770389
0.08064371899447376,0.16812136450143,1.1946363192777716
0.06410495450118303,0.1839343825601193,1.2085019558478893
0.048052017628378074,0.2003608868596285,1.2214528689628648
0.03250512072534861,0.21738424151295754,1.2334853199483289
0.017483962955579413,0.23498719646607846,1.2445963781476004
0.003007712063582857,0.253151903241261,1.2547839226637072
-0.010905013372066064,0.27185993122629637,1.2640466433745308
-0.024236161183527782,0.29109228449492375,1.2723840412203407
-0.03696826234081951,0.31082941914329054,1.2797964277636447
-0.04908444714622062,0.33105126112680383,1.2862849240219438
-0.060568460881403774,0.3517372245812941,1.2918514585746197
-0.07140467889323099,0.3728662306119662,1.2964987649458464
-0.08157812110465146,0.3944167265331824,1.3002303782660622
-0.09107446593767365,0.4163667055417424,1.3030506312152041
-0.0998800636359033,0.43869372680591123,1.3049646492515137
-0.10798194897468205,0.4613749359520723,1.3059783451304137
-0.11536785334742305,0.4843870859305447,1.3060984127185509
-0.12202621621729792,0.5077065582417449,1.3053323201087688
-0.12794619592399314,0.5313093845035359,1.30368830204237
-0.13311767983586387,0.5551712683403532,1.3011753516456703
-0.1375312938383665,0.5792676075743246,1.2978032114884586
-0.14117841115028407,0.6035735166984103,1.293582363972587
-0.14405116045984578,0.6280638496112827,1.2885240210595021
-0.1461424333734589,0.6527132225934453,1.2826401133461451
-0.14744589117039963,0.6774960375038804,1.2759432784992113
-0.1479559708574253,0.7023865051763106,1.2684468490583543
-0.14766789051790385,0.7273586689939636,1.2601648396194696
-0.14657765395070277,0.7523864286216044,1.251111933409756
-0.1446820545947025,0.7774435638734236,1.241303468266798
-0.14197867873546255,0.8025037586952595,1.2307554220344508
-0.1384659079911965,0.8275406252395373,1.2194843973888194
-0.13414292107588077,0.852527728011214,1.2075076061081462
-0.1290096948379561,0.8774386080629546,1.1948428528009125
-0.12306700457374786,0.9022468072177298,1.1815085181069485
-0.11631642361537353,0.9269258922969805,1.1675235413868195
-0.10876032219356713,0.9514494793325182,1.152907402915201
-0.1004018655764971,0.9757912577403246,1.1376801055944117
-0.0912450114863167,0.9999250144344376,1.1218621562047093
-0.0812945067958194,1.0238246578591998,1.1054745462083422
-0.07055588350823738,1.047464241918191,1.0885387321247748
-0.059035454023858236,1.070817989778255,1.0710766154948677
-0.046740305697773654,1.0938603175271717,1.05311052245218
-0.033678294693720745,1.1165658576636317,1.034663182919892
