t,sin,cos,tan
2.495,0.031410759,-0.99950656,-0.031426266
2.496,0.025130095,-0.999684189,-0.025138034
2.497,0.01884844,-0.999822352,-0.018851789
2.498,0.01256604,-0.999921044,-0.012567032
2.499,0.006283144,-0.999980261,-0.006283268
2.5,6.12E-16,-1,-6.12E-16
2.501,-0.006283144,-0.999980261,0.006283268
2.502,-0.01256604,-0.999921044,0.012567032
2.503,-0.01884844,-0.999822352,0.018851789
2.504,-0.025130095,-0.999684189,0.025138034
2.505,-0.031410759,-0.99950656,0.031426266
2.506,-0.037690183,-0.999289473,0.037716982
2.507,-0.043968118,-0.999032935,0.04401068
2.508,-0.050244318,-0.998736957,0.050307859
2.509,-0.056518534,-0.99840155,0.056609021
2.51,-0.06279052,-0.998026728,0.062914667
2.511,-0.069060026,-0.997612506,0.069225301
2.512,-0.075326806,-0.9971589,0.075541426
2.513,-0.081590612,-0.996665928,0.081863551
2.514,-0.087851197,-0.996133609,0.088192182
2.515,-0.094108313,-0.995561965,0.094527831
2.516,-0.100361715,-0.994951017,0.100871011
2.517,-0.106611154,-0.99430079,0.107222236
2.518,-0.112856385,-0.993611311,0.113582025
2.519,-0.11909716,-0.992882605,0.119950898
2.52,-0.125333234,-0.992114701,0.126329378
2.521,-0.131564359,-0.991307631,0.132717993
2.522,-0.137790291,-0.990461426,0.139117271
2.523,-0.144010783,-0.989576119,0.145527747
2.524,-0.150225589,-0.988651745,0.151949956
2.525,-0.156434465,-0.987688341,0.15838444
2.526,-0.162637165,-0.986685944,0.164831744
2.527,-0.168833445,-0.985644595,0.171292417
2.528,-0.175023059,-0.984564335,0.177767011
2.529,-0.181205764,-0.983445205,0.184256085
2.53,-0.187381315,-0.982287251,0.190760202
2.531,-0.193549468,-0.981090517,0.197279929
2.532,-0.199709981,-0.979855052,0.20381584
2.533,-0.205862609,-0.978580904,0.210368512
2.534,-0.21200711,-0.977268124,0.21693853
2.535,-0.218143241,-0.975916762,0.223526483
2.536,-0.224270761,-0.974526873,0.230132967
2.537,-0.230389427,-0.973098511,0.236758585
2.538,-0.236498997,-0.971631733,0.243403945
2.539,-0.242599231,-0.970126596,0.250069663
2.54,-0.248689887,-0.968583161,0.25675636
2.541,-0.254770726,-0.967001488,0.263464668
2.542,-0.260841506,-0.965381639,0.270195222
2.543,-0.266901989,-0.963723678,0.276948668
2.544,-0.272951936,-0.962027672,0.283725659
2.545,-0.278991106,-0.960293686,0.290526857
2.546,-0.285019262,-0.958521789,0.29735293
2.547,-0.291036167,-0.956712052,0.304204558
2.548,-0.297041582,-0.954864545,0.311082429
2.549,-0.30303527,-0.952979342,0.317987239
2.55,-0.309016994,-0.951056516,0.324919696
2.551,-0.31498652,-0.949096145,0.331880517
2.552,-0.32094361,-0.947098305,0.33887043
2.553,-0.32688803,-0.945063075,0.345890172
2.554,-0.332819545,-0.942990536,0.352940493
2.555,-0.33873792,-0.940880769,0.360022153
2.556,-0.344642923,-0.938733858,0.367135925
2.557,-0.35053432,-0.936549887,0.374282593
2.558,-0.356411879,-0.934328942,0.381462954
2.559,-0.362275367,-0.932071112,0.388677819
2.56,-0.368124553,-0.929776486,0.395928009
2.561,-0.373959206,-0.927445153,0.403214362
2.562,-0.379779096,-0.925077207,0.410537729
2.563,-0.385583992,-0.92267274,0.417898975
2.564,-0.391373667,-0.920231847,0.425298981
2.565,-0.397147891,-0.917754626,0.432738642
2.566,-0.402906436,-0.915241173,0.440218871
2.567,-0.408649075,-0.912691587,0.447740595
2.568,-0.414375581,-0.910105971,0.45530476
2.569,-0.420085728,-0.907484425,0.462912329
2.57,-0.425779292,-0.904827052,0.470564281
2.571,-0.431456046,-0.902133959,0.478261616
2.572,-0.437115767,-0.899405252,0.486005353
2.573,-0.442758231,-0.896641037,0.493796528
2.574,-0.448383216,-0.893841424,0.501636201
2.575,-0.4539905,-0.891006524,0.509525449
2.576,-0.459579861,-0.888136449,0.517465375
2.577,-0.465151078,-0.885231311,0.5254571
2.578,-0.470703932,-0.882291226,0.533501771
2.579,-0.476238204,-0.87931631,0.541600557
2.58,-0.481753674,-0.87630668,0.549754652
2.581,-0.487250126,-0.873262455,0.557965275
2.582,-0.492727342,-0.870183755,0.566233671
2.583,-0.498185105,-0.867070701,0.574561111
2.584,-0.503623202,-0.863923417,0.582948895
2.585,-0.509041416,-0.860742027,0.591398351
2.586,-0.514439534,-0.857526656,0.599910837
2.587,-0.519817343,-0.854277432,0.608487739
2.588,-0.52517463,-0.850994482,0.617130476
2.589,-0.530511184,-0.847677936,0.625840501
2.59,-0.535826795,-0.844327926,0.634619298
2.591,-0.541121252,-0.840944582,0.643468385
2.592,-0.546394347,-0.83752804,0.652389318
2.593,-0.551645871,-0.834078434,0.661383688
2.594,-0.556875616,-0.830595899,0.670453125
2.595,-0.562083378,-0.827080574,0.679599298
2.596,-0.567268949,-0.823532598,0.688823916
2.597,-0.572432126,-0.819952109,0.698128731
2.598,-0.577572703,-0.816339251,0.707515537
2.599,-0.58269048,-0.812694164,0.716986174
2.6,-0.587785252,-0.809016994,0.726542528
2.601,-0.59285682,-0.805307886,0.736186533
2.602,-0.597904983,-0.801566985,0.745920172
2.603,-0.602929542,-0.79779444,0.75574548
2.604,-0.607930298,-0.793990399,0.765664545
2.605,-0.612907054,-0.790155012,0.775679511
2.606,-0.617859613,-0.786288432,0.785792577
2.607,-0.62278778,-0.782390811,0.796006001
2.608,-0.627691361,-0.778462302,0.806322105
2.609,-0.632570162,-0.77450306,0.81674327
2.61,-0.63742399,-0.770513243,0.827271946
2.611,-0.642252653,-0.766493007,0.83791065
2.612,-0.647055962,-0.762442511,0.848661968
2.613,-0.651833725,-0.758361915,0.85952856
2.614,-0.656585756,-0.754251381,0.870513164
2.615,-0.661311865,-0.75011107,0.881618592
2.616,-0.666011867,-0.745941145,0.892847742
2.617,-0.670685577,-0.741741773,0.904203594
2.618,-0.675332808,-0.737513117,0.915689216
2.619,-0.679953379,-0.733255346,0.927307768
2.62,-0.684547106,-0.728968627,0.939062506
2.621,-0.689113808,-0.72465313,0.950956782
2.622,-0.693653306,-0.720309025,0.962994051
2.623,-0.698165419,-0.715936483,0.975177876
2.624,-0.70264997,-0.711535677,0.98751193
2.625,-0.707106781,-0.707106781,1
2.626,-0.711535677,-0.70264997,1.012645994
2.627,-0.715936483,-0.698165419,1.025453945
2.628,-0.720309025,-0.693653306,1.038428014
2.629,-0.72465313,-0.689113808,1.0515725
2.63,-0.728968627,-0.684547106,1.06489184
2.631,-0.733255346,-0.679953379,1.078390621
2.632,-0.737513117,-0.675332808,1.09207358
2.633,-0.741741773,-0.670685577,1.105945615
2.634,-0.745941145,-0.666011867,1.120011792
2.635,-0.75011107,-0.661311865,1.134277349
2.636,-0.754251381,-0.656585756,1.148747706
2.637,-0.758361915,-0.651833725,1.163428472
2.638,-0.762442511,-0.647055962,1.178325456
2.639,-0.766493007,-0.642252653,1.193444672
2.64,-0.770513243,-0.63742399,1.20879235
2.641,-0.77450306,-0.632570162,1.22437495
2.642,-0.778462302,-0.627691361,1.240199164
2.643,-0.782390811,-0.62278778,1.256271936
2.644,-0.786288432,-0.617859613,1.272600467
2.645,-0.790155012,-0.612907054,1.289192232
2.646,-0.793990399,-0.607930298,1.30605499
2.647,-0.79779444,-0.602929542,1.323196799
2.648,-0.801566985,-0.597904983,1.340626032
2.649,-0.805307886,-0.59285682,1.35835139
2.65,-0.809016994,-0.587785252,1.37638192
2.651,-0.812694164,-0.58269048,1.394727034
2.652,-0.816339251,-0.577572703,1.413396523
2.653,-0.819952109,-0.572432126,1.432400581
2.654,-0.823532598,-0.567268949,1.451749825
2.655,-0.827080574,-0.562083378,1.471455316
2.656,-0.830595899,-0.556875616,1.491528583
2.657,-0.834078434,-0.551645871,1.51198165
2.658,-0.83752804,-0.546394347,1.53282706
2.659,-0.840944582,-0.541121252,1.554077906
2.66,-0.844327926,-0.535826795,1.57574786
2.661,-0.847677936,-0.530511184,1.597851207
2.662,-0.850994482,-0.52517463,1.620402878
2.663,-0.854277432,-0.519817343,1.643418489
2.664,-0.857526656,-0.514439534,1.666914379
2.665,-0.860742027,-0.509041416,1.690907656
2.666,-0.863923417,-0.503623202,1.715416237
2.667,-0.867070701,-0.498185105,1.740458901
2.668,-0.870183755,-0.492727342,1.766055344
2.669,-0.873262455,-0.487250126,1.792226228
2.67,-0.87630668,-0.481753674,1.818993247
2.671,-0.87931631,-0.476238204,1.846379193
2.672,-0.882291226,-0.470703932,1.874408022
2.673,-0.885231311,-0.465151078,1.903104933
2.674,-0.888136449,-0.459579861,1.932496449
2.675,-0.891006524,-0.4539905,1.962610506
2.676,-0.893841424,-0.448383216,1.993476544
2.677,-0.896641037,-0.442758231,2.025125619
2.678,-0.899405252,-0.437115767,2.057590506
2.679,-0.902133959,-0.431456046,2.090905826
2.68,-0.904827052,-0.425779292,2.125108173
2.681,-0.907484425,-0.420085728,2.160236264
2.682,-0.910105971,-0.414375581,2.196331088
2.683,-0.912691587,-0.408649075,2.23343608
2.684,-0.915241173,-0.402906436,2.271597303
2.685,-0.917754626,-0.397147891,2.310863654
2.686,-0.920231847,-0.391373667,2.351287083
2.687,-0.92267274,-0.385583992,2.392922835
2.688,-0.925077207,-0.379779096,2.435829717
2.689,-0.927445153,-0.373959206,2.48007039
2.69,-0.929776486,-0.368124553,2.525711689
2.691,-0.932071112,-0.362275367,2.572824978
2.692,-0.934328942,-0.356411879,2.621486539
2.693,-0.936549887,-0.35053432,2.671778005
2.694,-0.938733858,-0.344642923,2.723786837
2.695,-0.940880769,-0.33873792,2.777606854
2.696,-0.942990536,-0.332819545,2.833338821
2.697,-0.945063075,-0.32688803,2.891091106
2.698,-0.947098305,-0.32094361,2.950980409
2.699,-0.949096145,-0.31498652,3.013132581
2.7,-0.951056516,-0.309016994,3.077683537
2.701,-0.952979342,-0.30303527,3.144780285
2.702,-0.954864545,-0.297041582,3.214582079
2.703,-0.956712052,-0.291036167,3.287261724
2.704,-0.958521789,-0.285019262,3.36300705
2.705,-0.960293686,-0.278991106,3.442022577
2.706,-0.962027672,-0.272951936,3.524531415
2.707,-0.963723678,-0.266901989,3.610777427
2.708,-0.965381639,-0.260841506,3.701027695
2.709,-0.967001488,-0.254770726,3.795575356
2.71,-0.968583161,-0.248689887,3.894742855
2.711,-0.970126596,-0.242599231,3.998885707
2.712,-0.971631733,-0.236498997,4.108396844
2.713,-0.973098511,-0.230389427,4.223711674
2.714,-0.974526873,-0.224270761,4.34531398
2.715,-0.975916762,-0.218143241,4.473742829
2.716,-0.977268124,-0.21200711,4.609600706
2.717,-0.978580904,-0.205862609,4.753563118
2.718,-0.979855052,-0.199709981,4.906390005
2.719,-0.981090517,-0.193549468,5.068939364
2.72,-0.982287251,-0.187381315,5.242183581
2.721,-0.983445205,-0.181205764,5.427229164
2.722,-0.984564335,-0.175023059,5.625340685
2.723,-0.985644595,-0.168833445,5.837970059
2.724,-0.986685944,-0.162637165,6.066792563
2.725,-0.987688341,-0.156434465,6.313751515
2.726,-0.988651745,-0.150225589,6.581114113
2.727,-0.989576119,-0.144010783,6.871541846
2.728,-0.990461426,-0.137790291,7.188180102
2.729,-0.991307631,-0.131564359,7.534773383
2.73,-0.992114701,-0.125333234,7.915815088
2.731,-0.992882605,-0.11909716,8.336744586
2.732,-0.993611311,-0.112856385,8.804209985
2.733,-0.99430079,-0.106611154,9.326423648
2.734,-0.994951017,-0.100361715,9.913651022
2.735,-0.995561965,-0.094108313,10.57889499
2.736,-0.996133609,-0.087851197,11.33887355
2.737,-0.996665928,-0.081590612,12.21544868
2.738,-0.9971589,-0.075326806,13.23776965
2.739,-0.997612506,-0.069060026,14.4455855
2.74,-0.998026728,-0.06279052,15.89454484
2.741,-0.99840155,-0.056518534,17.66502899
2.742,-0.998736957,-0.050244318,19.8776099
2.743,-0.999032935,-0.043968118,22.72175778
2.744,-0.999289473,-0.037690183,26.51325629
2.745,-0.99950656,-0.031410759,31.82051595
2.746,-0.999684189,-0.025130095,39.78035784
2.747,-0.999822352,-0.01884844,53.04536436
2.748,-0.999921044,-0.01256604,79.57328271
2.749,-0.999980261,-0.006283144,159.1528487
2.75,-1,-2.45E-15,4.08E+14
2.751,-0.999980261,0.006283144,-159.1528487
2.752,-0.999921044,0.01256604,-79.57328271
2.753,-0.999822352,0.01884844,-53.04536436
2.754,-0.999684189,0.025130095,-39.78035784
2.755,-0.99950656,0.031410759,-31.82051595
2.756,-0.999289473,0.037690183,-26.51325629
2.757,-0.999032935,0.043968118,-22.72175778
2.758,-0.998736957,0.050244318,-19.8776099
2.759,-0.99840155,0.056518534,-17.66502899
2.76,-0.998026728,0.06279052,-15.89454484
2.761,-0.997612506,0.069060026,-14.4455855
2.762,-0.9971589,0.075326806,-13.23776965
2.763,-0.996665928,0.081590612,-12.21544868
2.764,-0.996133609,0.087851197,-11.33887355
2.765,-0.995561965,0.094108313,-10.57889499
2.766,-0.994951017,0.100361715,-9.913651022
2.767,-0.99430079,0.106611154,-9.326423648
2.768,-0.993611311,0.112856385,-8.804209985
2.769,-0.992882605,0.11909716,-8.336744586
2.77,-0.992114701,0.125333234,-7.915815088
2.771,-0.991307631,0.131564359,-7.534773383
2.772,-0.990461426,0.137790291,-7.188180102
2.773,-0.989576119,0.144010783,-6.871541846
2.774,-0.988651745,0.150225589,-6.581114113
2.775,-0.987688341,0.156434465,-6.313751515
2.776,-0.986685944,0.162637165,-6.066792563
2.777,-0.985644595,0.168833445,-5.837970059
2.778,-0.984564335,0.175023059,-5.625340685
2.779,-0.983445205,0.181205764,-5.427229164
2.78,-0.982287251,0.187381315,-5.242183581
2.781,-0.981090517,0.193549468,-5.068939364
2.782,-0.979855052,0.199709981,-4.906390005
2.783,-0.978580904,0.205862609,-4.753563118
2.784,-0.977268124,0.21200711,-4.609600706
2.785,-0.975916762,0.218143241,-4.473742829
2.786,-0.974526873,0.224270761,-4.34531398
2.787,-0.973098511,0.230389427,-4.223711674
2.788,-0.971631733,0.236498997,-4.108396844
2.789,-0.970126596,0.242599231,-3.998885707
2.79,-0.968583161,0.248689887,-3.894742855
2.791,-0.967001488,0.254770726,-3.795575356
2.792,-0.965381639,0.260841506,-3.701027695
2.793,-0.963723678,0.266901989,-3.610777427
2.794,-0.962027672,0.272951936,-3.524531415
2.795,-0.960293686,0.278991106,-3.442022577
2.796,-0.958521789,0.285019262,-3.36300705
2.797,-0.956712052,0.291036167,-3.287261724
2.798,-0.954864545,0.297041582,-3.214582079
2.799,-0.952979342,0.30303527,-3.144780285
2.8,-0.951056516,0.309016994,-3.077683537
2.801,-0.949096145,0.31498652,-3.013132581
2.802,-0.947098305,0.32094361,-2.950980409
2.803,-0.945063075,0.32688803,-2.891091106
2.804,-0.942990536,0.332819545,-2.833338821
2.805,-0.940880769,0.33873792,-2.777606854
2.806,-0.938733858,0.344642923,-2.723786837
2.807,-0.936549887,0.35053432,-2.671778005
2.808,-0.934328942,0.356411879,-2.621486539
2.809,-0.932071112,0.362275367,-2.572824978
2.81,-0.929776486,0.368124553,-2.525711689
2.811,-0.927445153,0.373959206,-2.48007039
2.812,-0.925077207,0.379779096,-2.435829717
2.813,-0.92267274,0.385583992,-2.392922835
2.814,-0.920231847,0.391373667,-2.351287083
2.815,-0.917754626,0.397147891,-2.310863654
2.816,-0.915241173,0.402906436,-2.271597303
2.817,-0.912691587,0.408649075,-2.23343608
2.818,-0.910105971,0.414375581,-2.196331088
2.819,-0.907484425,0.420085728,-2.160236264
2.82,-0.904827052,0.425779292,-2.125108173
2.821,-0.902133959,0.431456046,-2.090905826
2.822,-0.899405252,0.437115767,-2.057590506
2.823,-0.896641037,0.442758231,-2.025125619
2.824,-0.893841424,0.448383216,-1.993476544
2.825,-0.891006524,0.4539905,-1.962610506
2.826,-0.888136449,0.459579861,-1.932496449
2.827,-0.885231311,0.465151078,-1.903104933
2.828,-0.882291226,0.470703932,-1.874408022
2.829,-0.87931631,0.476238204,-1.846379193
2.83,-0.87630668,0.481753674,-1.818993247
2.831,-0.873262455,0.487250126,-1.792226228
2.832,-0.870183755,0.492727342,-1.766055344
2.833,-0.867070701,0.498185105,-1.740458901
2.834,-0.863923417,0.503623202,-1.715416237
2.835,-0.860742027,0.509041416,-1.690907656
2.836,-0.857526656,0.514439534,-1.666914379
2.837,-0.854277432,0.519817343,-1.643418489
2.838,-0.850994482,0.52517463,-1.620402878
2.839,-0.847677936,0.530511184,-1.597851207
2.84,-0.844327926,0.535826795,-1.57574786
2.841,-0.840944582,0.541121252,-1.554077906
2.842,-0.83752804,0.546394347,-1.53282706
2.843,-0.834078434,0.551645871,-1.51198165
2.844,-0.830595899,0.556875616,-1.491528583
2.845,-0.827080574,0.562083378,-1.471455316
2.846,-0.823532598,0.567268949,-1.451749825
2.847,-0.819952109,0.572432126,-1.432400581
2.848,-0.816339251,0.577572703,-1.413396523
2.849,-0.812694164,0.58269048,-1.394727034
2.85,-0.809016994,0.587785252,-1.37638192
2.851,-0.805307886,0.59285682,-1.35835139
2.852,-0.801566985,0.597904983,-1.340626032
2.853,-0.79779444,0.602929542,-1.323196799
2.854,-0.793990399,0.607930298,-1.30605499
2.855,-0.790155012,0.612907054,-1.289192232
2.856,-0.786288432,0.617859613,-1.272600467
2.857,-0.782390811,0.62278778,-1.256271936
2.858,-0.778462302,0.627691361,-1.240199164
2.859,-0.77450306,0.632570162,-1.22437495
2.86,-0.770513243,0.63742399,-1.20879235
2.861,-0.766493007,0.642252653,-1.193444672
2.862,-0.762442511,0.647055962,-1.178325456
2.863,-0.758361915,0.651833725,-1.163428472
2.864,-0.754251381,0.656585756,-1.148747706
2.865,-0.75011107,0.661311865,-1.134277349
2.866,-0.745941145,0.666011867,-1.120011792
2.867,-0.741741773,0.670685577,-1.105945615
2.868,-0.737513117,0.675332808,-1.09207358
2.869,-0.733255346,0.679953379,-1.078390621
2.87,-0.728968627,0.684547106,-1.06489184
2.871,-0.72465313,0.689113808,-1.0515725
2.872,-0.720309025,0.693653306,-1.038428014
2.873,-0.715936483,0.698165419,-1.025453945
2.874,-0.711535677,0.70264997,-1.012645994
2.875,-0.707106781,0.707106781,-1
2.876,-0.70264997,0.711535677,-0.98751193
2.877,-0.698165419,0.715936483,-0.975177876
2.878,-0.693653306,0.720309025,-0.962994051
2.879,-0.689113808,0.72465313,-0.950956782
2.88,-0.684547106,0.728968627,-0.939062506
2.881,-0.679953379,0.733255346,-0.927307768
2.882,-0.675332808,0.737513117,-0.915689216
2.883,-0.670685577,0.741741773,-0.904203594
2.884,-0.666011867,0.745941145,-0.892847742
2.885,-0.661311865,0.75011107,-0.881618592
2.886,-0.656585756,0.754251381,-0.870513164
2.887,-0.651833725,0.758361915,-0.85952856
2.888,-0.647055962,0.762442511,-0.848661968
2.889,-0.642252653,0.766493007,-0.83791065
2.89,-0.63742399,0.770513243,-0.827271946
2.891,-0.632570162,0.77450306,-0.81674327
2.892,-0.627691361,0.778462302,-0.806322105
2.893,-0.62278778,0.782390811,-0.796006001
2.894,-0.617859613,0.786288432,-0.785792577
2.895,-0.612907054,0.790155012,-0.775679511
2.896,-0.607930298,0.793990399,-0.765664545
2.897,-0.602929542,0.79779444,-0.75574548
2.898,-0.597904983,0.801566985,-0.745920172
2.899,-0.59285682,0.805307886,-0.736186533
2.9,-0.587785252,0.809016994,-0.726542528
2.901,-0.58269048,0.812694164,-0.716986174
2.902,-0.577572703,0.816339251,-0.707515537
2.903,-0.572432126,0.819952109,-0.698128731
2.904,-0.567268949,0.823532598,-0.688823916
2.905,-0.562083378,0.827080574,-0.679599298
2.906,-0.556875616,0.830595899,-0.670453125
2.907,-0.551645871,0.834078434,-0.661383688
2.908,-0.546394347,0.83752804,-0.652389318
2.909,-0.541121252,0.840944582,-0.643468385
2.91,-0.535826795,0.844327926,-0.634619298
2.911,-0.530511184,0.847677936,-0.625840501
2.912,-0.52517463,0.850994482,-0.617130476
2.913,-0.519817343,0.854277432,-0.608487739
2.914,-0.514439534,0.857526656,-0.599910837
2.915,-0.509041416,0.860742027,-0.591398351
2.916,-0.503623202,0.863923417,-0.582948895
2.917,-0.498185105,0.867070701,-0.574561111
2.918,-0.492727342,0.870183755,-0.566233671
2.919,-0.487250126,0.873262455,-0.557965275
2.92,-0.481753674,0.87630668,-0.549754652
2.921,-0.476238204,0.87931631,-0.541600557
2.922,-0.470703932,0.882291226,-0.533501771
2.923,-0.465151078,0.885231311,-0.5254571
2.924,-0.459579861,0.888136449,-0.517465375
2.925,-0.4539905,0.891006524,-0.509525449
2.926,-0.448383216,0.893841424,-0.501636201
2.927,-0.442758231,0.896641037,-0.493796528
2.928,-0.437115767,0.899405252,-0.486005353
2.929,-0.431456046,0.902133959,-0.478261616
2.93,-0.425779292,0.904827052,-0.470564281
2.931,-0.420085728,0.907484425,-0.462912329
2.932,-0.414375581,0.910105971,-0.45530476
2.933,-0.408649075,0.912691587,-0.447740595
2.934,-0.402906436,0.915241173,-0.440218871
2.935,-0.397147891,0.917754626,-0.432738642
2.936,-0.391373667,0.920231847,-0.425298981
2.937,-0.385583992,0.92267274,-0.417898975
2.938,-0.379779096,0.925077207,-0.410537729
2.939,-0.373959206,0.927445153,-0.403214362
2.94,-0.368124553,0.929776486,-0.395928009
2.941,-0.362275367,0.932071112,-0.388677819
2.942,-0.356411879,0.934328942,-0.381462954
2.943,-0.35053432,0.936549887,-0.374282593
2.944,-0.344642923,0.938733858,-0.367135925
2.945,-0.33873792,0.940880769,-0.360022153
2.946,-0.332819545,0.942990536,-0.352940493
2.947,-0.32688803,0.945063075,-0.345890172
2.948,-0.32094361,0.947098305,-0.33887043
2.949,-0.31498652,0.949096145,-0.331880517
2.95,-0.309016994,0.951056516,-0.324919696
2.951,-0.30303527,0.952979342,-0.317987239
2.952,-0.297041582,0.954864545,-0.311082429
2.953,-0.291036167,0.956712052,-0.304204558
2.954,-0.285019262,0.958521789,-0.29735293
2.955,-0.278991106,0.960293686,-0.290526857
2.956,-0.272951936,0.962027672,-0.283725659
2.957,-0.266901989,0.963723678,-0.276948668
2.958,-0.260841506,0.965381639,-0.270195222
2.959,-0.254770726,0.967001488,-0.263464668
2.96,-0.248689887,0.968583161,-0.25675636
2.961,-0.242599231,0.970126596,-0.250069663
2.962,-0.236498997,0.971631733,-0.243403945
2.963,-0.230389427,0.973098511,-0.236758585
2.964,-0.224270761,0.974526873,-0.230132967
2.965,-0.218143241,0.975916762,-0.223526483
2.966,-0.21200711,0.977268124,-0.21693853
2.967,-0.205862609,0.978580904,-0.210368512
2.968,-0.199709981,0.979855052,-0.20381584
2.969,-0.193549468,0.981090517,-0.197279929
2.97,-0.187381315,0.982287251,-0.190760202
2.971,-0.181205764,0.983445205,-0.184256085
2.972,-0.175023059,0.984564335,-0.177767011
2.973,-0.168833445,0.985644595,-0.171292417
2.974,-0.162637165,0.986685944,-0.164831744
2.975,-0.156434465,0.987688341,-0.15838444
2.976,-0.150225589,0.988651745,-0.151949956
2.977,-0.144010783,0.989576119,-0.145527747
2.978,-0.137790291,0.990461426,-0.139117271
2.979,-0.131564359,0.991307631,-0.132717993
2.98,-0.125333234,0.992114701,-0.126329378
2.981,-0.11909716,0.992882605,-0.119950898
2.982,-0.112856385,0.993611311,-0.113582025
2.983,-0.106611154,0.99430079,-0.107222236
2.984,-0.100361715,0.994951017,-0.100871011
2.985,-0.094108313,0.995561965,-0.094527831
2.986,-0.087851197,0.996133609,-0.088192182
2.987,-0.081590612,0.996665928,-0.081863551
2.988,-0.075326806,0.9971589,-0.075541426
2.989,-0.069060026,0.997612506,-0.069225301
2.99,-0.06279052,0.998026728,-0.062914667
2.991,-0.056518534,0.99840155,-0.056609021
2.992,-0.050244318,0.998736957,-0.050307859
2.993,-0.043968118,0.999032935,-0.04401068
2.994,-0.037690183,0.999289473,-0.037716982
2.995,-0.031410759,0.99950656,-0.031426266
2.996,-0.025130095,0.999684189,-0.025138034
2.997,-0.01884844,0.999822352,-0.018851789
2.998,-0.01256604,0.999921044,-0.012567032
2.999,-0.006283144,0.999980261,-0.006283268
3,-7.35E-16,1,-7.35E-16
3.001,0.006283144,0.999980261,0.006283268
3.002,0.01256604,0.999921044,0.012567032
3.003,0.01884844,0.999822352,0.018851789
3.004,0.025130095,0.999684189,0.025138034
3.005,0.031410759,0.99950656,0.031426266
3.006,0.037690183,0.999289473,0.037716982
3.007,0.043968118,0.999032935,0.04401068
3.008,0.050244318,0.998736957,0.050307859
3.009,0.056518534,0.99840155,0.056609021
3.01,0.06279052,0.998026728,0.062914667
3.011,0.069060026,0.997612506,0.069225301
3.012,0.075326806,0.9971589,0.075541426
3.013,0.081590612,0.996665928,0.081863551
3.014,0.087851197,0.996133609,0.088192182
3.015,0.094108313,0.995561965,0.094527831
3.016,0.100361715,0.994951017,0.100871011
3.017,0.106611154,0.99430079,0.107222236
3.018,0.112856385,0.993611311,0.113582025
3.019,0.11909716,0.992882605,0.119950898
3.02,0.125333234,0.992114701,0.126329378
3.021,0.131564359,0.991307631,0.132717993
3.022,0.137790291,0.990461426,0.139117271
3.023,0.144010783,0.989576119,0.145527747
3.024,0.150225589,0.988651745,0.151949956
3.025,0.156434465,0.987688341,0.15838444
3.026,0.162637165,0.986685944,0.164831744
3.027,0.168833445,0.985644595,0.171292417
3.028,0.175023059,0.984564335,0.177767011
3.029,0.181205764,0.983445205,0.184256085
3.03,0.187381315,0.982287251,0.190760202
3.031,0.193549468,0.981090517,0.197279929
3.032,0.199709981,0.979855052,0.20381584
3.033,0.205862609,0.978580904,0.210368512
3.034,0.21200711,0.977268124,0.21693853
3.035,0.218143241,0.975916762,0.223526483
3.036,0.224270761,0.974526873,0.230132967
3.037,0.230389427,0.973098511,0.236758585
3.038,0.236498997,0.971631733,0.243403945
3.039,0.242599231,0.970126596,0.250069663
3.04,0.248689887,0.968583161,0.25675636
3.041,0.254770726,0.967001488,0.263464668
3.042,0.260841506,0.965381639,0.270195222
3.043,0.266901989,0.963723678,0.276948668
3.044,0.272951936,0.962027672,0.283725659
3.045,0.278991106,0.960293686,0.290526857
3.046,0.285019262,0.958521789,0.29735293
3.047,0.291036167,0.956712052,0.304204558
3.048,0.297041582,0.954864545,0.311082429
3.049,0.30303527,0.952979342,0.317987239
3.05,0.309016994,0.951056516,0.324919696
3.051,0.31498652,0.949096145,0.331880517
3.052,0.32094361,0.947098305,0.33887043
3.053,0.32688803,0.945063075,0.345890172
3.054,0.332819545,0.942990536,0.352940493
3.055,0.33873792,0.940880769,0.360022153
3.056,0.344642923,0.938733858,0.367135925
3.057,0.35053432,0.936549887,0.374282593
3.058,0.356411879,0.934328942,0.381462954
3.059,0.362275367,0.932071112,0.388677819
3.06,0.368124553,0.929776486,0.395928009
3.061,0.373959206,0.927445153,0.403214362
3.062,0.379779096,0.925077207,0.410537729
3.063,0.385583992,0.92267274,0.417898975
3.064,0.391373667,0.920231847,0.425298981
3.065,0.397147891,0.917754626,0.432738642
3.066,0.402906436,0.915241173,0.440218871
3.067,0.408649075,0.912691587,0.447740595
3.068,0.414375581,0.910105971,0.45530476
3.069,0.420085728,0.907484425,0.462912329
3.07,0.425779292,0.904827052,0.470564281
3.071,0.431456046,0.902133959,0.478261616
3.072,0.437115767,0.899405252,0.486005353
3.073,0.442758231,0.896641037,0.493796528
3.074,0.448383216,0.893841424,0.501636201
3.075,0.4539905,0.891006524,0.509525449
3.076,0.459579861,0.888136449,0.517465375
3.077,0.465151078,0.885231311,0.5254571
3.078,0.470703932,0.882291226,0.533501771
3.079,0.476238204,0.87931631,0.541600557
3.08,0.481753674,0.87630668,0.549754652
3.081,0.487250126,0.873262455,0.557965275
3.082,0.492727342,0.870183755,0.566233671
3.083,0.498185105,0.867070701,0.574561111
3.084,0.503623202,0.863923417,0.582948895
